__isKnown,Annotation,CD_MemberList,corum_adjPvalues,corum_gene_overlaps,corum_jaccard_indexes,corum_terms,estimated_size_nm,FINAL ANSWER ROUND 1,GO_cc_adjPvalues,GO_cc_descriptions,GO_cc_gene_overlaps,GO_cc_jaccard_indexes,GO_cc_terms,HCX::interactionNetworkUUID,HCX::memberName,HiDeF_persistence,HPA_adjPvalues,HPA_gene_overlaps,HPA_jaccard_indexes,HPA_terms,img_robustness,label,max_jaccard_index,median_sim,MuSIC_robustness,name,network_edges.MuSIC,network_edges.ppi_img,network_edges.ppi_img.four_edges,ppi_robustness,selected,shared name,CD_MemberList_Size,CCD_frac,member_ct
0,,ARRB2 EPB41L3 SMOC1 VANGL1,,,,,3.3909649551106025,Membrane complexes,,,,,,c0999c88-46c8-11ee-828b-005056aecf54,ARRB2|EPB41L3|SMOC1|VANGL1,15,,,,,0.0,Cluster4-60,0.0,0.771,0.3333333333333333,Cluster4-60,https://www.ndexbio.org/viewer/networks/ca780717-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/036de52e-f73e-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/c0999c88-46c8-11ee-828b-005056aecf54,0.0,False,Cluster4-60,4,0.0,4
1,,ACTR6 CFDP1 EP400 MBTD1 MRGBP RUVBL2 MORF4L2 PALB2 SHQ1 TRRAP KCTD15 ASH1L YEATS4 NFRKB MRFAP1 BRD8 EPC2 KAT5 ING3 ANP32E ACTR8 INO80 RUVBL1 YY1 ZNHIT1 EPC1,2.24e-25 | 5.20e-21 | 1.84e-20 | 8.13e-19 | 7.97e-10 | 3.84e-08 | 3.84e-08 | 1.58e-07 | 6.74e-07 | 6.74e-07 | 4.22e-06 | 8.99e-05,ANP32E RUVBL2 KAT5 RUVBL1 EPC1 ZNHIT1 TRRAP BRD8 YEATS4 ING3 EP400 MORF4L2 EPC2 MRGBP | KAT5 RUVBL2 RUVBL1 EPC1 TRRAP BRD8 YEATS4 ING3 EP400 EPC2 MRGBP | KAT5 RUVBL2 RUVBL1 EPC1 TRRAP BRD8 YEATS4 ING3 MORF4L2 EP400 MRGBP | KAT5 RUVBL2 RUVBL1 EPC1 TRRAP BRD8 YEATS4 ING3 EP400 EPC2 | RUVBL2 RUVBL1 EPC1 TRRAP BRD8 EP400 | KAT5 RUVBL2 RUVBL1 EPC1 TRRAP | RUVBL2 ACTR6 RUVBL1 ZNHIT1 YEATS4 | INO80 RUVBL2 RUVBL1 ACTR8 NFRKB | RUVBL2 TRRAP RUVBL1 EP400 | KAT5 TRRAP RUVBL1 RUVBL2 | YEATS4 RUVBL2 ACTR6 RUVBL1 | RUVBL2 TRRAP RUVBL1,0.412 | 0.379 | 0.367 | 0.345 | 0.2 | 0.172 | 0.172 | 0.161 | 0.148 | 0.148 | 0.138 | 0.111,H2A.Z histone-exchange complex p400/TIP60 | NuA4/Tip60-HAT complex A | NuA4/Tip60-HAT complex | NuA4/Tip60 HAT complex | DMAP1-associated complex | NuA4/Tip60-HAT complex B | SRCAP complex | INO80 chromatin remodeling complex | p400-associated complex | TIP60 histone acetylase complex | SRCAP-containing complex | c-MYC-ATPase-helicase complex,32.97430209746665,Chromosome remodelling complexes,1.15e-28 | 2.81e-22 | 6.31e-24 | 6.08e-26 | 8.15e-21 | 1.15e-20 | 2.05e-09 | 1.29e-19 | 1.29e-19 | 2.47e-19 | 2.36e-16 | 1.07e-07 | 1.15e-15 | 1.17e-12 | 9.24e-16,INO80-type complex | Swr1 complex | NuA4 histone acetyltransferase complex | nucleosome | H4 histone acetyltransferase complex | DNA packaging complex | Ino80 complex | SWI/SNF superfamily-type complex | protein-DNA complex | ATPase complex | histone acetyltransferase complex | Piccolo NuA4 histone acetyltransferase complex | protein acetyltransferase complex | histone deacetylase complex | nuclear chromosome | ,ANP32E INO80 RUVBL2 KAT5 RUVBL1 ACTR6 ZNHIT1 TRRAP BRD8 ACTR8 YY1 CFDP1 ING3 EP400 NFRKB | ANP32E KAT5 ACTR6 RUVBL1 RUVBL2 ZNHIT1 TRRAP BRD8 CFDP1 ING3 EP400 | RUVBL2 KAT5 RUVBL1 EPC1 TRRAP BRD8 MBTD1 YEATS4 ING3 EP400 MORF4L2 EPC2 MRGBP | RUVBL2 KAT5 RUVBL1 ACTR6 EPC1 ZNHIT1 TRRAP BRD8 MBTD1 YEATS4 ING3 EP400 MORF4L2 EPC2 MRGBP | RUVBL2 KAT5 RUVBL1 EPC1 TRRAP BRD8 MBTD1 YEATS4 ING3 EP400 MORF4L2 EPC2 MRGBP | RUVBL2 KAT5 RUVBL1 ACTR6 EPC1 ZNHIT1 TRRAP BRD8 MBTD1 YEATS4 ING3 EP400 MORF4L2 EPC2 MRGBP | INO80 RUVBL2 RUVBL1 ACTR8 YY1 NFRKB | ANP32E INO80 RUVBL2 KAT5 RUVBL1 ACTR6 ZNHIT1 TRRAP BRD8 ACTR8 YY1 CFDP1 ING3 EP400 NFRKB | RUVBL2 KAT5 RUVBL1 ACTR6 EPC1 ZNHIT1 TRRAP BRD8 MBTD1 YEATS4 ING3 EP400 MORF4L2 EPC2 MRGBP | ANP32E INO80 RUVBL2 KAT5 RUVBL1 ACTR6 ZNHIT1 TRRAP BRD8 ACTR8 YY1 CFDP1 ING3 EP400 NFRKB | RUVBL2 KAT5 RUVBL1 EPC1 TRRAP BRD8 MBTD1 YEATS4 ING3 EP400 MORF4L2 EPC2 MRGBP | ING3 EPC2 KAT5 EPC1 | RUVBL2 KAT5 RUVBL1 EPC1 TRRAP BRD8 MBTD1 YEATS4 ING3 EP400 MORF4L2 EPC2 MRGBP | ANP32E RUVBL2 KAT5 RUVBL1 ACTR6 ZNHIT1 TRRAP BRD8 CFDP1 ING3 EP400 | ANP32E INO80 RUVBL2 KAT5 RUVBL1 ACTR6 ZNHIT1 TRRAP BRD8 ACTR8 YY1 CFDP1 ING3 EP400 NFRKB,0.441 | 0.393 | 0.382 | 0.357 | 0.289 | 0.205 | 0.188 | 0.181 | 0.181 | 0.174 | 0.167 | 0.154 | 0.151 | 0.138 | 0.108,GO:0097346 | GO:0000812 | GO:0035267 | GO:0000786 | GO:1902562 | GO:0044815 | GO:0031011 | GO:0070603 | GO:0032993 | GO:1904949 | GO:0000123 | GO:0032777 | GO:0031248 | GO:0000118 | GO:0000228,cd623736-46cd-11ee-828b-005056aecf54,ACTR6|CFDP1|EP400|MBTD1|MRGBP|RUVBL2|MORF4L2|PALB2|SHQ1|TRRAP|KCTD15|ASH1L|YEATS4|NFRKB|MRFAP1|BRD8|EPC2|KAT5|ING3|ANP32E|ACTR8|INO80|RUVBL1|YY1|ZNHIT1|EPC1,10,,,,,0.0,Cluster2-27,0.441,0.66,0.9966666666666668,Cluster2-27,https://www.ndexbio.org/viewer/networks/aa2de1b3-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/9a555c80-f73b-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/cd623736-46cd-11ee-828b-005056aecf54,0.9966666666666668,False,Cluster2-27,26,0.11538461538461539,26
1,,POT1 XRCC5 RFWD3 RPA1 TIMELESS LIG4 PNKP TNKS RPA2 PAXX APTX HMCES LIG3 XRCC4 APLF XRCC1 RNF146 XRCC6,1.44e-10 | 1.55e-07 | 4.29e-07 | 3.02e-05 | 5.09e-04,LIG4 XRCC6 PAXX XRCC4 XRCC5 | XRCC5 RPA2 XRCC6 RPA1 | XRCC5 LIG4 XRCC6 XRCC4 | LIG3 XRCC1 PNKP | XRCC5 POT1 XRCC6,0.278 | 0.211 | 0.2 | 0.158 | 0.125,PAXX complex | 53BP1-containing complex | DNA double-strand break end-joining complex | DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex | Rap1 complex,21.091484503213245,DNA damage repair and response system,8.56e-11 | 2.38e-07 | 1.10e-12 | 1.83e-08 | 6.65e-04 | 8.61e-04,"nonhomologous end joining complex | DNA repair complex | site of DNA damage | site of double-strand break | nuclear telomere cap complex | chromosome, telomeric repeat region | ",LIG4 XRCC6 PAXX XRCC4 XRCC5 | LIG4 XRCC6 PAXX XRCC4 XRCC5 | XRCC1 TIMELESS RPA2 RPA1 PAXX XRCC4 XRCC5 APLF RFWD3 PNKP | TIMELESS APLF PAXX XRCC4 RPA2 RFWD3 PNKP | XRCC5 POT1 XRCC6 | XRCC5 POT1 XRCC6,0.278 | 0.172 | 0.132 | 0.123 | 0.115 | 0.111,GO:0070419 | GO:1990391 | GO:0090734 | GO:0035861 | GO:0000783 | GO:0140445,3b372883-46cb-11ee-828b-005056aecf54,POT1|XRCC5|RFWD3|RPA1|TIMELESS|LIG4|PNKP|TNKS|RPA2|PAXX|APTX|HMCES|LIG3|XRCC4|APLF|XRCC1|RNF146|XRCC6,15,,,,,0.0,Cluster2-29,0.278,0.69,1.0,Cluster2-29,https://www.ndexbio.org/viewer/networks/ba359463-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/d5c88593-f73c-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/3b372883-46cb-11ee-828b-005056aecf54,0.9766666666666668,False,Cluster2-29,18,0.2777777777777778,18
0,,ACOT9 NUP35 SUCLG2 UQCC1,,,,,3.3909649551106025,,,,,,,c75a479a-46c8-11ee-828b-005056aecf54,ACOT9|NUP35|SUCLG2|UQCC1,15,,,,,0.0033333333333333,Cluster4-62,0.0,0.726,0.0366666666666666,Cluster4-62,https://www.ndexbio.org/viewer/networks/ca584a15-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/003b42dc-f73e-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/c75a479a-46c8-11ee-828b-005056aecf54,0.0,False,Cluster4-62,4,0.25,4
1,,URB2 PJA1 POP4 CENPH XDH RPP38 CENPP SNAPC1 TAF1B SURF6 DDX47 NOL7 ELL3 DDA1 NLE1 UBR7 ZKSCAN8 SFRP1 DDX49 SETD7 ZNF865 RBMX2 RPS19BP1 ZNF689 MCM10 LYAR SRP14 MKI67 KDM6A BMS1 NOP14 SPC24 ZNF696 PES1 RBM34 SETMAR UTP23 IFI16 CDCA7L B3GNTL1 NOC4L TMA16 UTP15 RBM19 NOLC1 NOL6 DHX33 NGDN RPL19 KRR1 FAM32A SRFBP1 USP36 RRP1B XPC RIOX2 DDX55 DDX23 VSX1 MPHOSPH6 ZNF593 DDX56 UTP11 ESF1 HMGA1 GNL2 RIOX1 GZF1 MAK16 DDX31 NOP53 NMD3 IMP4 DDX27 NVL DDX52 NSUN5 LARP4B CENATAC C1D DNAJC21 KNOP1 ZNF358 RRP7A H1-2 PDGFRL DNTTIP1 ZNF668 CDCA8 THAP7 FAM133A DDX21 MPHOSPH10 RRS1 CCDC137 RPL3 LIN28B DNTTIP2 MECP2 ZNF16 TTF1 DDX51 ZNF771 NPM1 BOP1 NOL11 DUSP11 IQGAP3 CCDC59 GLE1 PHF2 SENP3 NUFIP1 RPF1 TBL3 AQR PARP2 PPP1R7 REXO4 NAT10 SMG6 ZCCHC7 NUP153 SDAD1 PARP12 KRI1 ILF3 JADE3 UTP18 NOP2 CYTH1 TARBP2 TSPYL1 ZCCHC10 PHF6 STON2 SLBP NIN TNFAIP1 ADAR SPTY2D1 ZSCAN25 RPL18A SRSF5 FIZ1 RRP36 RRP8 NKIRAS2 UTP3 AGTPBP1 RSL1D1 ARL6IP4 GPALPP1 RBM45 UTP14A GTPBP4 RBM28 TNNI1 EIF3L NOL12 NUSAP1 LRRC40 RECQL4 NPM3 ZNF787 ZNF397 WDR12 DDX10 C12orf43 NOM1 BCAS3 GON7 TOP2A ZFP91 EXOSC5 NKRF ZNF106 NIFK ASXL1 MKRN2 NEPRO WDR3 ZCCHC9 SPATS2L RPS3A NOL8 ZFAND2B NUDT8 AATF FBXL19 MTUS1 NOL10 UBE2R2 USP37 C18orf21 POP1 POP5 RPP30 SURF2 TP53TG5 UCHL5 COIL LSM3 PCDH1 CPS1 LRWD1 MCEE,,,,,410.267546105635,Nucleolus/preribosome,5.75e-68 | 6.08e-26 | 5.59e-18,nucleolus | preribosome | ribonucleoprotein complex | ,SURF6 DDX47 NLE1 URB2 RPS19BP1 LYAR MKI67 BMS1 NOP14 PES1 UTP23 IFI16 NOC4L UTP15 RBM19 NOLC1 NOL6 DHX33 NGDN KRR1 FAM32A USP36 RPP38 RRP1B RIOX2 DDX55 DDX56 UTP11 ESF1 GNL2 RIOX1 MAK16 NOL10 DDX31 NOP53 NMD3 IMP4 DDX27 NVL DDX52 NSUN5 C1D KNOP1 RRP7A AATF RPP30 DDX21 MPHOSPH10 RRS1 RPL3 DNTTIP2 TTF1 DDX51 NPM1 BOP1 NOL11 PHF2 SENP3 NUFIP1 RPF1 TBL3 POP4 PARP2 SMG6 REXO4 NAT10 SDAD1 KRI1 UTP18 NOP2 PHF6 ADAR TAF1B SPTY2D1 RRP36 RRP8 UTP3 RSL1D1 ARL6IP4 UTP14A GTPBP4 RBM28 EIF3L NOL12 NUSAP1 NPM3 WDR12 COIL NOM1 TOP2A EXOSC5 NKRF ZNF106 POP5 NIFK NEPRO WDR3 RPS3A POP1 NOL8 | RRP36 RRP1B UTP3 UTP11 RSL1D1 UTP14A BOP1 MAK16 NOL10 IMP4 RPF1 TBL3 BMS1 NOP14 WDR12 PES1 KRI1 UTP23 RRP7A NOC4L UTP18 NOL6 NGDN MPHOSPH10 WDR3 KRR1 RRS1 SRFBP1 | RPL3 RRP36 RPP38 RRP1B DDX23 UTP3 NPM1 UTP11 RSL1D1 RBM45 UTP14A BOP1 MAK16 RBM28 RBMX2 NOL10 EIF3L NUFIP1 IMP4 RPF1 SRP14 NVL TBL3 AQR LARP4B BMS1 NOP14 POP4 SMG6 WDR12 NAT10 PES1 KRI1 UTP23 RRP7A ILF3 NOC4L UTP18 LSM3 TARBP2 TOP2A SLBP RPP30 NOLC1 NOL6 ADAR NGDN RPL19 POP5 MPHOSPH10 RPL18A WDR3 KRR1 RRS1 SRFBP1 RPS3A POP1,0.239 | 0.125 | 0.11,GO:0005730 | GO:0030684 | GO:1990904,,URB2|PJA1|POP4|CENPH|XDH|RPP38|CENPP|SNAPC1|TAF1B|SURF6|DDX47|NOL7|ELL3|DDA1|NLE1|UBR7|ZKSCAN8|SFRP1|DDX49|SETD7|ZNF865|RBMX2|RPS19BP1|ZNF689|MCM10|LYAR|SRP14|MKI67|KDM6A|BMS1|NOP14|SPC24|ZNF696|PES1|RBM34|SETMAR|UTP23|IFI16|CDCA7L|B3GNTL1|NOC4L|TMA16|UTP15|RBM19|NOLC1|NOL6|DHX33|NGDN|RPL19|KRR1|FAM32A|SRFBP1|USP36|RRP1B|XPC|RIOX2|DDX55|DDX23|VSX1|MPHOSPH6|ZNF593|DDX56|UTP11|ESF1|HMGA1|GNL2|RIOX1|GZF1|MAK16|DDX31|NOP53|NMD3|IMP4|DDX27|NVL|DDX52|NSUN5|LARP4B|CENATAC|C1D|DNAJC21|KNOP1|ZNF358|RRP7A|H1-2|PDGFRL|DNTTIP1|ZNF668|CDCA8|THAP7|FAM133A|DDX21|MPHOSPH10|RRS1|CCDC137|RPL3|LIN28B|DNTTIP2|MECP2|ZNF16|TTF1|DDX51|ZNF771|NPM1|BOP1|NOL11|DUSP11|IQGAP3|CCDC59|GLE1|PHF2|SENP3|NUFIP1|RPF1|TBL3|AQR|PARP2|PPP1R7|REXO4|NAT10|SMG6|ZCCHC7|NUP153|SDAD1|PARP12|KRI1|ILF3|JADE3|UTP18|NOP2|CYTH1|TARBP2|TSPYL1|ZCCHC10|PHF6|STON2|SLBP|NIN|TNFAIP1|ADAR|SPTY2D1|ZSCAN25|RPL18A|SRSF5|FIZ1|RRP36|RRP8|NKIRAS2|UTP3|AGTPBP1|RSL1D1|ARL6IP4|GPALPP1|RBM45|UTP14A|GTPBP4|RBM28|TNNI1|EIF3L|NOL12|NUSAP1|LRRC40|RECQL4|NPM3|ZNF787|ZNF397|WDR12|DDX10|C12orf43|NOM1|BCAS3|GON7|TOP2A|ZFP91|EXOSC5|NKRF|ZNF106|NIFK|ASXL1|MKRN2|NEPRO|WDR3|ZCCHC9|SPATS2L|RPS3A|NOL8|ZFAND2B|NUDT8|AATF|FBXL19|MTUS1|NOL10|UBE2R2|USP37|C18orf21|POP1|POP5|RPP30|SURF2|TP53TG5|UCHL5|COIL|LSM3|PCDH1|CPS1|LRWD1|MCEE,27,4.88e-162,SURF6 DDX47 NOL7 ELL3 DDA1 MCEE CENPP NLE1 URB2 SFRP1 CPS1 ZNF865 RBMX2 RPS19BP1 ZNF689 MCM10 SRP14 KDM6A BMS1 LRWD1 NOP14 SPC24 ZNF696 PES1 RBM34 SETMAR UTP23 IFI16 CDCA7L B3GNTL1 NOC4L UTP15 RBM19 NOL6 DHX33 NGDN RPL19 KRR1 TP53TG5 FAM32A USP36 RRP1B XPC RIOX2 DDX55 DDX23 VSX1 ZNF593 DDX56 UTP11 ESF1 HMGA1 UCHL5 GZF1 MAK16 NUDT8 NOL10 DDX31 NOP53 NMD3 DDX27 NVL DDX52 NSUN5 LARP4B C1D DNAJC21 KNOP1 RRP7A PDGFRL ZNF668 AATF CDCA8 RPP30 FAM133A MPHOSPH10 RRS1 CCDC137 RPL3 ZFAND2B ZNF16 MTUS1 ZNF771 TTF1 DDX51 BOP1 NOL11 CCDC59 GLE1 SENP3 NUFIP1 RPF1 TBL3 POP4 PARP2 PPP1R7 SMG6 PCDH1 NAT10 ZCCHC7 NUP153 SDAD1 KRI1 ILF3 JADE3 UTP18 NOP2 CYTH1 TSPYL1 PHF6 STON2 SLBP NIN TNFAIP1 C18orf21 TAF1B SPTY2D1 PJA1 RPL18A SRSF5 RRP36 RRP8 NKIRAS2 UTP3 AGTPBP1 UTP14A GTPBP4 RBM28 TNNI1 UBE2R2 EIF3L NOL12 LRRC40 NPM3 ZNF787 ZNF397 WDR12 SURF2 DDX10 COIL C12orf43 NOM1 BCAS3 LSM3 USP37 SNAPC1 ZFP91 EXOSC5 NKRF ZNF106 POP5 NIFK ASXL1 MKRN2 NEPRO WDR3 ZCCHC9 SPATS2L RPS3A POP1 NOL8,0.416,Nucleoli,1.0,Cluster3-4,0.416,0.65,0.8766666666666667,Cluster3-4,https://www.ndexbio.org/viewer/networks/aa09def1-f73e-11ed-aa50-005056ae23aa,,,0.0,False,Cluster3-4,207,0.19806763285024154,207
0,,PPP3CA MYO1E TNNC2 SYN2 POC5 PRKAG2 HYPK MYH14 PRKAB2 PHKA2 SH3BGRL2 CETN1 CETN2 PTPN4 CAMK2N2 PDE1C,,,,,18.278754626391127,,,,,,,420b0d75-46cb-11ee-828b-005056aecf54,PPP3CA|MYO1E|TNNC2|SYN2|POC5|PRKAG2|HYPK|MYH14|PRKAB2|PHKA2|SH3BGRL2|CETN1|CETN2|PTPN4|CAMK2N2|PDE1C,34,,,,,0.0,Cluster2-32,0.0,0.657,0.7333333333333333,Cluster2-32,https://www.ndexbio.org/viewer/networks/ba133f51-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/d2823431-f73c-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/420b0d75-46cb-11ee-828b-005056aecf54,0.0,False,Cluster2-32,16,0.0625,16
1,,NCAPH2 IL13RA2 HOXD4 DDB2 SNX7 CDK5 METTL9 SCAMP1 TJP1 TMEM186 VPS13B SSX2IP PRKCI MAGI1 DDR1 CCDC85C PURG CADM1 COLEC12,,,,,22.523785141682843,,,,,,,ce304f6c-46c8-11ee-828b-005056aecf54,NCAPH2|IL13RA2|HOXD4|DDB2|SNX7|CDK5|METTL9|SCAMP1|TJP1|TMEM186|VPS13B|SSX2IP|PRKCI|MAGI1|DDR1|CCDC85C|PURG|CADM1|COLEC12,15,1.62e-28,COLEC12 METTL9 IL13RA2 CCDC85C SCAMP1 VPS13B CADM1 HOXD4 SSX2IP TJP1 MAGI1 TMEM186 DDB2 SNX7 DDR1 CDK5,0.286,Cell Junctions,1.0,Cluster4-13,0.286,0.7,1.0,Cluster4-13,https://www.ndexbio.org/viewer/networks/ca37f0d3-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/fd03224a-f73d-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/ce304f6c-46c8-11ee-828b-005056aecf54,0.0,False,Cluster4-13,19,0.0,19
0,,EIPR1 CLDND1 MIS18BP1 ABCF3 NTPCR RPS19BP1 NMD3 DNAJC21 NOL11 PPP1R7 SMG6 STON2 TNFAIP1 ZNF397 ZFAND2B FOXM1 VGLL3 P3H3 ETV6 NUDT19 DDX24 PFDN2 NUDT8 ZNF622 RNF151 DNMBP SMAD2 TRIM68 PARP10 CTNNBIP1 TSPYL6 WDCP GYG2 WASL FKBP15 P2RX6 NCAPD2 NCOA4 ACOX1 KYAT3 LRCH1 MAPK13,,,,,59.05715719184237,,,,,,,d4bead18-46cd-11ee-828b-005056aecf54,EIPR1|CLDND1|MIS18BP1|ABCF3|NTPCR|RPS19BP1|NMD3|DNAJC21|NOL11|PPP1R7|SMG6|STON2|TNFAIP1|ZNF397|ZFAND2B|FOXM1|VGLL3|P3H3|ETV6|NUDT19|DDX24|PFDN2|NUDT8|ZNF622|RNF151|DNMBP|SMAD2|TRIM68|PARP10|CTNNBIP1|TSPYL6|WDCP|GYG2|WASL|FKBP15|P2RX6|NCAPD2|NCOA4|ACOX1|KYAT3|LRCH1|MAPK13,21,2.21e-35,ABCF3 ZFAND2B FOXM1 VGLL3 P3H3 ETV6 NUDT19 DDX24 NOL11 NUDT8 RPS19BP1 NMD3 ZNF622 ZNF397 PPP1R7 SMG6 CLDND1 DNMBP DNAJC21 SMAD2 TRIM68 LRCH1 CTNNBIP1 TSPYL6 WDCP GYG2 EIPR1 STON2 MIS18BP1 WASL FKBP15 P2RX6 TNFAIP1 NCAPD2 ACOX1 NCOA4,0.104,Nucleoli,0.8066666666666666,Cluster3-16,0.104,0.622,0.5633333333333334,Cluster3-16,https://www.ndexbio.org/viewer/networks/a98aeaef-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/966a3f9e-f73b-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/d4bead18-46cd-11ee-828b-005056aecf54,0.0,False,Cluster3-16,42,0.09523809523809523,42
1,,POP4 SIRT1 RPP25L XDH RPP38 RPP14 RPP40 POP7 RPP25 C18orf21 POP1 POP5 RPP30,4.05e-22,POP4 RPP38 RPP30 POP7 RPP14 POP5 RPP40 RPP25 POP1,0.692,Rnase/Mrp complex,14.202472653374087,RNase P / MRP complexes,8.67e-23 | 8.67e-23 | 4.22e-21 | 2.87e-14 | 7.15e-19 | 1.00e-19 | 2.61e-19,ribonuclease MRP complex | multimeric ribonuclease P complex | ribonuclease P complex | nucleolar ribonuclease P complex | sno(s)RNA-containing ribonucleoprotein complex | endoribonuclease complex | endonuclease complex | ,POP4 RPP38 RPP30 RPP25L POP7 POP5 RPP40 RPP25 POP1 | POP4 RPP38 RPP30 POP7 RPP14 POP5 RPP40 RPP25 POP1 | POP4 RPP38 RPP30 POP7 RPP14 POP5 RPP40 RPP25 POP1 | RPP38 RPP30 POP7 POP5 RPP40 POP1 | POP4 RPP38 RPP30 RPP25L POP7 POP5 RPP40 RPP25 POP1 | POP4 RPP38 RPP30 RPP25L POP7 RPP14 POP5 RPP40 RPP25 POP1 | POP4 RPP38 RPP30 RPP25L POP7 RPP14 POP5 RPP40 RPP25 POP1,0.692 | 0.692 | 0.6 | 0.462 | 0.45 | 0.37 | 0.345,GO:0000172 | GO:0030681 | GO:0030677 | GO:0005655 | GO:0005732 | GO:1902555 | GO:1905348,48de2f17-46cb-11ee-828b-005056aecf54,POP4|SIRT1|RPP25L|XDH|RPP38|RPP14|RPP40|POP7|RPP25|C18orf21|POP1|POP5|RPP30,74,,,,,0.0,Cluster2-36,0.692,0.698,0.8866666666666667,Cluster2-36,https://www.ndexbio.org/viewer/networks/b9f1d59f-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/cf3e7adf-f73c-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/48de2f17-46cb-11ee-828b-005056aecf54,0.9966666666666668,False,Cluster2-36,13,0.07692307692307693,13
0,,AATF FBXL19 MTUS1 NOL10 UBE2R2 USP37,,,,,5.550209794119865,,,,,,,d4fe67fe-46c8-11ee-828b-005056aecf54,AATF|FBXL19|MTUS1|NOL10|UBE2R2|USP37,14,,,,,0.0,Cluster4-30,0.0,0.731,0.1666666666666666,Cluster4-30,https://www.ndexbio.org/viewer/networks/ca14d871-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/f9c164c8-f73d-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/d4fe67fe-46c8-11ee-828b-005056aecf54,0.0,False,Cluster4-30,6,0.3333333333333333,6
0,,FGF11 CBX5 CHD1 PSME3IP1,,,,,3.3909649551106025,,,,,,,db78534a-46cd-11ee-828b-005056aecf54,FGF11|CBX5|CHD1|PSME3IP1,18,,,,,0.0,Cluster3-72,0.0,0.681,0.03,Cluster3-72,https://www.ndexbio.org/viewer/networks/a967ab7d-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/931966ec-f73b-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/db78534a-46cd-11ee-828b-005056aecf54,0.2333333333333333,False,Cluster3-72,4,0.0,4
1,,GTF3C4 ZNF688 CENPO NUP88 RAN GTF3C1 CENPQ CENPP DHRS12 ITGB3BP,7.72e-08 | 2.59e-07,CENPP ITGB3BP CENPO CENPQ | CENPP ITGB3BP CENPO CENPQ,0.308 | 0.267,CENP-H-I complex | CENP-A NAC-CAD complex,10.325236310355224,"""RNA Pol III regulation, centromere organization, and nucleo-cytoplasmic transport""",,,,,,4fa5df09-46cb-11ee-828b-005056aecf54,GTF3C4|ZNF688|CENPO|NUP88|RAN|GTF3C1|CENPQ|CENPP|DHRS12|ITGB3BP,44,,,,,0.0,Cluster2-43,0.308,0.657,0.85,Cluster2-43,https://www.ndexbio.org/viewer/networks/b9d0e01d-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/cbf9fe3d-f73c-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/4fa5df09-46cb-11ee-828b-005056aecf54,0.04,False,Cluster2-43,10,0.2,10
0,,ZFAND2B SURF2 TP53TG5 UCHL5,,,,,3.3909649551106025,,,,,,,dbc50680-46c8-11ee-828b-005056aecf54,ZFAND2B|SURF2|TP53TG5|UCHL5,14,,,,,0.0,Cluster4-44,0.0,0.766,0.6,Cluster4-44,https://www.ndexbio.org/viewer/networks/c9f4581f-f73e-11ed-aa50-005056ae23aa,https://www.ndexbio.org/viewer/networks/f6874866-f73d-11ed-aa50-005056ae23aa,https://test.ndexbio.org/viewer/networks/dbc50680-46c8-11ee-828b-005056aecf54,0.0,False,Cluster4-44,4,0.25,4
